"";"id";"clust";"surrounded";"updated"
"12640";13828;454;NA;FALSE
"12641";13829;451;NA;FALSE
"12642";13830;39;NA;FALSE
"12643";13831;468;NA;FALSE
"12644";13832;36;NA;FALSE
"12645";13833;188;NA;FALSE
"12646";13835;73;NA;FALSE
"12647";13836;326;NA;FALSE
"12648";13837;4;NA;FALSE
"12649";13838;36;NA;FALSE
"12650";13840;133;NA;FALSE
"12651";13841;133;NA;FALSE
"12652";13842;468;NA;FALSE
"12653";13843;157;NA;FALSE
"12654";13844;326;NA;FALSE
"12655";13845;434;21;TRUE
"12656";13846;434;NA;FALSE
"12657";13847;326;NA;FALSE
"12658";13848;454;NA;FALSE
"12659";13849;162;NA;FALSE
"12660";13850;468;NA;FALSE
"12661";13851;4;NA;FALSE
"12662";13852;130;NA;FALSE
"12663";13853;28;NA;FALSE
"12664";13854;36;NA;FALSE
"12665";13855;434;NA;FALSE
"12666";13856;28;NA;FALSE
"12667";13857;59;NA;FALSE
"12668";13858;39;NA;FALSE
"12669";13859;28;NA;FALSE
"12670";13860;133;NA;FALSE
"12671";13861;133;NA;FALSE
"12672";13862;133;NA;FALSE
"12673";13863;133;NA;FALSE
"12674";13864;162;NA;FALSE
"12675";13865;133;NA;FALSE
"12676";13866;326;21;TRUE
"12677";13867;28;NA;FALSE
"12678";13868;28;NA;FALSE
"12679";13869;454;NA;FALSE
"12680";13870;36;NA;FALSE
"12681";13871;36;NA;FALSE
"12682";13872;28;NA;FALSE
"12683";13873;434;NA;FALSE
"12684";13874;326;NA;FALSE
"12685";13875;326;NA;FALSE
"12686";13876;162;NA;FALSE
"12687";13877;157;NA;FALSE
"12688";13878;434;20;TRUE
"12689";13879;36;NA;FALSE
"12690";13880;454;NA;FALSE
"12691";13881;3;NA;FALSE
"12692";13882;36;NA;FALSE
"12693";13883;454;41;TRUE
"12694";13884;326;NA;FALSE
"12695";13885;12;NA;FALSE
"12696";13886;454;NA;FALSE
"12697";13888;157;NA;FALSE
"12698";13889;468;NA;FALSE
"12699";13890;73;NA;FALSE
"12700";13891;24;NA;FALSE
"12701";13892;36;NA;FALSE
"12702";13893;12;NA;FALSE
"12703";13894;71;NA;FALSE
"12704";13895;73;NA;FALSE
"12705";13896;39;NA;FALSE
"12706";13897;322;21;TRUE
"12707";13898;133;NA;FALSE
"12708";13899;36;NA;FALSE
"12709";13900;454;NA;FALSE
"12710";13901;3;NA;FALSE
"12711";13903;162;NA;FALSE
"12712";13904;157;NA;FALSE
"12713";13905;133;NA;FALSE
"12714";13906;468;NA;FALSE
"12715";13907;454;NA;FALSE
"12716";13908;36;NA;FALSE
"12717";13909;36;54;TRUE
"12718";13910;36;NA;FALSE
"12719";13911;66;NA;FALSE
"12720";13912;36;NA;FALSE
"12721";13913;325;NA;FALSE
"12722";13914;39;NA;FALSE
"12723";13915;133;NA;FALSE
"12724";13916;133;NA;FALSE
"12725";13917;468;NA;FALSE
"12726";13918;127;20;TRUE
"12727";13919;66;NA;FALSE
"12728";13920;53;NA;FALSE
"12729";13921;162;NA;FALSE
"12730";13922;157;NA;FALSE
"12731";13923;73;NA;FALSE
"12732";13924;133;NA;FALSE
"12733";13925;12;NA;FALSE
"12734";13926;36;NA;FALSE
"12735";13927;38;NA;FALSE
"12736";13928;4;NA;FALSE
"12737";13929;24;NA;FALSE
"12738";13930;468;NA;FALSE
"12739";13931;454;NA;FALSE
"12740";13932;73;NA;FALSE
"12741";13933;28;NA;FALSE
"12742";13934;468;NA;FALSE
"12743";13935;36;23;TRUE
"12744";13936;434;NA;FALSE
"12745";13937;325;NA;FALSE
"12746";13939;157;NA;FALSE
"12747";13940;36;NA;FALSE
"12748";13941;73;NA;FALSE
"12749";13942;24;NA;FALSE
"12750";13943;4;NA;FALSE
"12751";13944;133;NA;FALSE
"12752";13945;39;45;TRUE
"12753";13946;36;NA;FALSE
"12754";13947;127;NA;FALSE
